ID,County,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
WV-109,Wyoming,West Virginia,55.9,3,130,52.9
WI-001,Adams,Wisconsin,48.8,5.3,129,43.5
WI-003,Ashland,Wisconsin,43.9,4.9,128,39.1
WI-005,Barron,Wisconsin,46.6,5.5,130,41.1
WI-007,Bayfield,Wisconsin,44.6,5.5,130,39.1
WI-009,Brown,Wisconsin,49,6,130,43
WI-011,Buffalo,Wisconsin,49,4.9,129,44
WI-013,Burnett,Wisconsin,46.4,5.7,130,40.7
WI-015,Calumet,Wisconsin,49.1,5.6,130,43.5
WI-017,Chippewa,Wisconsin,47.3,5.4,130,41.9
WI-019,Clark,Wisconsin,47.2,5.6,130,41.5
WI-021,Columbia,Wisconsin,50.1,5.4,130,44.8
WI-023,Crawford,Wisconsin,49.7,3.9,127,45.7
WI-025,Dane,Wisconsin,50.7,5.2,130,45.5
WI-027,Dodge,Wisconsin,49.6,4.7,129,45
WI-029,Door,Wisconsin,47.6,5,130,42.6
WI-031,Douglas,Wisconsin,44.9,5.8,130,39.1
WI-033,Dunn,Wisconsin,47.9,5.1,130,42.8
WI-035,Eau Claire,Wisconsin,48.1,5.5,130,42.5
WI-037,Florence,Wisconsin,44.4,5.5,130,38.9
WI-039,Fond du Lac,Wisconsin,49.3,5.1,130,44.2
WI-041,Forest,Wisconsin,43.8,5.2,129,38.7
WI-043,Grant,Wisconsin,50.4,4.2,128,46.3
WI-045,Green,Wisconsin,50.9,4.7,129,46.2
WI-047,Green Lake,Wisconsin,49.7,5.3,130,44.4
WI-049,Iowa,Wisconsin,50,4.6,129,45.3
WI-051,Iron,Wisconsin,43.1,4.6,127,38.5
WI-053,Jackson,Wisconsin,48.6,5.8,130,42.7
WI-055,Jefferson,Wisconsin,50.6,4.5,129,46.1
WI-057,Juneau,Wisconsin,48.6,5.1,129,43.5
WI-059,Kenosha,Wisconsin,51.7,4.6,130,47.1
WI-061,Kewaunee,Wisconsin,48.4,5.6,130,42.8
WI-063,La Crosse,Wisconsin,49.4,4.8,129,44.6
WI-065,Lafayette,Wisconsin,50.1,4.2,127,45.9
WI-067,Langlade,Wisconsin,44.8,5.4,129,39.4
WI-069,Lincoln,Wisconsin,45.1,5.2,129,39.9
WI-071,Manitowoc,Wisconsin,48.9,5.5,130,43.4
WI-073,Marathon,Wisconsin,46.9,5.8,130,41.1
WI-075,Marinette,Wisconsin,46.7,5.4,130,41.3
WI-077,Marquette,Wisconsin,49.6,5.3,130,44.3
WI-078,Menominee,Wisconsin,46.9,5.8,130,41.1
WI-079,Milwaukee,Wisconsin,51.4,5,130,46.3
WI-081,Monroe,Wisconsin,48.5,5.1,129,43.4
WI-083,Oconto,Wisconsin,47.3,5.4,130,41.8
WI-085,Oneida,Wisconsin,43.8,4.7,129,39.1
WI-087,Outagamie,Wisconsin,49.3,6,130,43.3
WI-089,Ozaukee,Wisconsin,49.8,4.7,128,45.1
WI-091,Pepin,Wisconsin,48.7,4.8,128,43.9
WI-093,Pierce,Wisconsin,48.1,4.8,128,43.3
WI-095,Polk,Wisconsin,46.9,5.4,130,41.6
WI-097,Portage,Wisconsin,48.5,6,130,42.5
WI-099,Price,Wisconsin,44.3,5.1,129,39.1
WI-101,Racine,Wisconsin,51.3,4.6,130,46.7
WI-103,Richland,Wisconsin,49.5,4.4,128,45.1
WI-105,Rock,Wisconsin,51.4,4.7,130,46.7
WI-107,Rusk,Wisconsin,46,5.2,130,40.8
WI-109,St. Croix,Wisconsin,47.7,5,130,42.6
WI-111,Sauk,Wisconsin,49.5,4.8,129,44.7
WI-113,Sawyer,Wisconsin,44.5,5.4,129,39.2
WI-115,Shawano,Wisconsin,47.8,6,130,41.9
WI-117,Sheboygan,Wisconsin,49,4.8,129,44.1
WI-119,Taylor,Wisconsin,45.6,5.3,130,40.3
WI-121,Trempealeau,Wisconsin,48.9,5.3,129,43.6
WI-123,Vernon,Wisconsin,48.6,4.1,128,44.4
WI-125,Vilas,Wisconsin,43,4.7,129,38.3
WI-127,Walworth,Wisconsin,50.3,3.8,127,46.4
WI-129,Washburn,Wisconsin,45.3,5.4,130,40
WI-131,Washington,Wisconsin,49.2,4.6,129,44.5
WI-133,Waukesha,Wisconsin,50.4,4.8,130,45.6
WI-135,Waupaca,Wisconsin,49.2,6.1,130,43.1
WI-137,Waushara,Wisconsin,49.3,5.9,130,43.5
WI-139,Winnebago,Wisconsin,49.8,5.7,130,44.1
WI-141,Wood,Wisconsin,48.2,5.7,130,42.5
WY-001,Albany,Wyoming,42.9,3.5,128,39.4
WY-003,Big Horn,Wyoming,45.9,4.4,130,41.5
WY-005,Campbell,Wyoming,47.8,4.2,129,43.6
WY-007,Carbon,Wyoming,43,2.8,121,40.3
WY-009,Converse,Wyoming,47.3,3.6,128,43.6
WY-011,Crook,Wyoming,47.1,4,128,43
WY-013,Fremont,Wyoming,43,3.2,127,39.8
WY-015,Goshen,Wyoming,50.8,4.9,130,45.9
WY-017,Hot Springs,Wyoming,45.7,3.3,128,42.3
WY-019,Johnson,Wyoming,46.1,3.5,128,42.6
WY-021,Laramie,Wyoming,48.5,4.2,129,44.3
WY-023,Lincoln,Wyoming,40.3,3.1,125,37.2
WY-025,Natrona,Wyoming,46.2,3.5,129,42.7
WY-027,Niobrara,Wyoming,50,5.2,130,44.8
WY-029,Park,Wyoming,41.2,3.7,128,37.5
WY-031,Platte,Wyoming,50,4.7,129,45.3
WY-033,Sheridan,Wyoming,45.3,3.6,126,41.7
WY-035,Sublette,Wyoming,37.6,2.9,126,34.7
WY-037,Sweetwater,Wyoming,43.8,3,126,40.8
WY-039,Teton,Wyoming,37,2.6,127,34.4
WY-041,Uinta,Wyoming,42.1,2.9,126,39.2
WY-043,Washakie,Wyoming,47,3.6,127,43.4
WY-045,Weston,Wyoming,48.5,4.8,130,43.7
